1,1,
1,2,
1,3,
1,4,
2,1,
2,2,
2,5,
2,6,
2,7,
3,1,
3,6,
3,8,
3,9,
4,1,
4,10,
4,11,
4,12,
5,1,
5,10,
5,6,
5,13,
6,14,
6,15,
6,16,
6,17,
6,18,
6,19,
6,20,
6,21,
6,22,
6,23,
6,24,
6,25,
6,26,
7,14,
8,14,ƒeƒŒƒr“Œ‹žŒn
8,20,
9,1,
9,6,
10,1,
10,10,
10,15,
10,16,
10,6,
11,1,
11,12,
12,6,
12,27,
13,10,
13,6,
13,1,
14,28,
14,29,
14,2,
15,28,
16,13,
16,1,
16,10,
16,11,
16,15,
16,16,
16,6,
17,1,
17,13,
18,1,
18,10,
18,13,
18,12,
18,30,
19,1,
19,15,
19,11,
19,10,
19,16,
19,6,
20,1,
20,31,
20,32,
20,6,
20,33,
20,34,
21,33,
21,1,
21,31,
21,32,
21,6,
21,15,
22,35,
22,36,
22,37,
22,38,
22,39,
22,12,
